Princípio Ativo,Nome Comercial,Apresentação Comercial,Fabricante,Finalidade de Uso,Classe Terapêutica,Mecanismo de Ação,Via de Administração,Forma Farmacêutica,Soma de QT_APROVADA,Soma de QT_GLOSATOTAL,Soma de VL_GLOSADO,Soma de VL_APROVADO,VL_UNITÁRIO,QT_MÉDIA_MENSAL,VL_MÉDIO_MENSAL,% GLOSA,%VL APROVADO,Unnamed: 19
ALFAEPOETINA,ALFAEPOETINA,ALFAEPOETINA 4000 UIML SOL INJ CT 12 SER PREENCHIDAS X 1 ML  SISTEMA DE SEGURANCA,FUNDACAO OSWALDO CRUZ,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,148.0,0.0,0.0,9617.279999999982,64.9816216216215,12.333333333333334,801.4399999999986,0,1.0,
INFLIXIMABE,XILFYA,XILFYA RESTRITO HOSP 10 MGML PO LIOF SOL INFUS,PFIZER BRASIL LTDA,"Artrite reumatoide, Artrite psoriásica, Espondilite anquilosante, Colite ulcerativa, Doença de Crohn, Psoríase em placas",L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL),Anticorpo monoclonal anti TNF-𝛼,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,206.0,794.0,34820.7,12927.3,62.75388349514563,17.166666666666668,1077.2749999999999,0.794,0.20599999999999996,
INFLIXIMABE,XILFYA,XILFYA 10 MG ML PO LIOF SOL INFUS CT FA VD TRANS X 10 ML,PFIZER BRASIL LTDA,"Artrite reumatoide, Artrite psoriásica, Espondilite anquilosante, Colite ulcerativa, Doença de Crohn, Psoríase em placas",L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL),Anticorpo monoclonal anti TNF-𝛼,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,58346.0,40722.0,1760243.620000001,3596099.880000002,61.63404312206496,4862.166666666667,299674.99000000017,0.41105099527597205,0.588949004724028,
DOCETAXEL,TAXOTERE,TAXOTERE 20 MGML SOL INJ CX FA VD TRANS X 1 ML,SANOFI MEDLEY FARMACEUTICA LTDA,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,12416.0,2060.0,3263.130000000004,757958.7200000007,61.046932989690774,1034.6666666666667,63163.22666666672,0.14230450400663167,0.8576954959933684,
OXALIPLATINA,TEVAOXALI,TEVAOXALI RESTRITO HOSP 200 MG SOL INJ FA VD ,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,13240.0,6249.0,1908.600000000001,798442.3200000011,60.30531117824782,1103.3333333333333,66536.86000000009,0.32064241366924934,0.6793575863307506,
VINCRISTINA,FAULDVINCRI,FAULDVINCRI 1 MG ML SOL INJ CT 5 FA VD INC X 1 ML,LIBBS FARMACEUTICA LTDA ,"Leucemia aguda, Doença de Hodgkin e linfomas malignos não Hodgkin, Rabdomiossarcoma, Neuroblastoma, Tumor de Wilms, Sarcoma osteogênico, Micose fungoide, Carcinoma de mama, Melanoma maligno, Carcinoma de pulmão de pequenas células, Tumores ginecológicos da infância, Púrpura trombocitopênica idiopática (PTI) verdadeira",L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Agente antineoplásico citotóxico ligante da tubulina (danifica a atuação dos. Microtúbulos e faz disrupção do ciclo mitótico),IV,SOLUCAO INJETAVEL,553.0,14.0,259.3,33129.60000000006,59.90886075949378,46.083333333333336,2760.8000000000047,0.024691358024691357,0.9753086419753086,
FILGRASTIM,FILGRASTINE,FILGRASTINE 300 MCGML SOL INJ CT 05 FA VD INC X 1 ML,BLAU FARMACEUTICA S.A.,"Neutropenia induzida por quimioterapia, pós-TMO",L3A1 - FATORES ESTIMULANTES DE COLÔNIAS,Fator estimulador de colônias de granulócitos (G-CSF),IV/SC,SOLUCAO INJETAVEL,137.0,0.0,0.0,8198.829999999998,59.84547445255473,11.416666666666666,683.2358333333332,0,1.0,
OXALIPLATINA,TEVAOXALI,TEVAOXALI RESTRITO HOSP 100 MG SOL INJ FA VD ,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,28161.0,8865.0,2646.720000000002,1675195.0,59.486346365540996,2346.75,139599.58333333334,0.2394263490520175,0.7605736509479825,
OXALIPLATINA,TEVAOXALI,TEVAOXALI RESTRITO HOSP 50 MG SOL INJ FA VD X,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,5675.0,3026.0,4974.200000000002,336195.93,59.241573568281936,472.9166666666667,28016.3275,0.3477761176876221,0.6522238823123778,
DOCETAXEL,TAXOTERE,TAXOTERE 20 MGML SOL INJ CX FA VD TRANS X 4 ML,SANOFI MEDLEY FARMACEUTICA LTDA,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,26125.0,5727.0,23735.36,1543280.600000001,59.0729416267943,2177.0833333333335,128606.71666666675,0.17980032651010924,0.8201996734898908,
VINCRISTINA,FAULDVINCRI,FAULDVINCRI 1 MG ML SOL INJ CT 5 FA VD AMB X 1 ML,LIBBS FARMACEUTICA LTDA ,"Leucemia aguda, Doença de Hodgkin e linfomas malignos não Hodgkin, Rabdomiossarcoma, Neuroblastoma, Tumor de Wilms, Sarcoma osteogênico, Micose fungoide, Carcinoma de mama, Melanoma maligno, Carcinoma de pulmão de pequenas células, Tumores ginecológicos da infância, Púrpura trombocitopênica idiopática (PTI) verdadeira",L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Agente antineoplásico citotóxico ligante da tubulina (danifica a atuação dos. Microtúbulos e faz disrupção do ciclo mitótico),IV,SOLUCAO INJETAVEL,392.0,21.0,73.39,22965.00000000004,58.58418367346949,32.666666666666664,1913.7500000000034,0.05084745762711865,0.9491525423728814,
VINCRISTINA,FAULDVINCRI,FAULDVINCRI RESTRITO HOSP 1 MGML CX 5 FA,LIBBS FARMACEUTICA LTDA ,"Leucemia aguda, Doença de Hodgkin e linfomas malignos não Hodgkin, Rabdomiossarcoma, Neuroblastoma, Tumor de Wilms, Sarcoma osteogênico, Micose fungoide, Carcinoma de mama, Melanoma maligno, Carcinoma de pulmão de pequenas células, Tumores ginecológicos da infância, Púrpura trombocitopênica idiopática (PTI) verdadeira",L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Agente antineoplásico citotóxico ligante da tubulina (danifica a atuação dos. Microtúbulos e faz disrupção do ciclo mitótico),IV,SOLUCAO INJETAVEL,14.0,6.0,8.879999999999999,806.3199999999999,57.59428571428571,1.1666666666666667,67.19333333333333,0.3,0.7,
INFLIXIMABE,REMICADE,REMICADE 10 MGML PO LIOF CT FA VD INC X 10 ML,JANSSEN-CILAG FARMACEUTICA LTDA,"Artrite reumatoide, Artrite psoriásica, Espondilite anquilosante, Colite ulcerativa, Doença de Crohn, Psoríase em placas",L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL),Anticorpo monoclonal anti TNF-𝛼,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,298947.0,22563.0,957438.8700000003,17104803.96,57.21684432357576,24912.25,1425400.33,0.07017822151721564,0.9298217784827844,
FILGRASTIM,FILGRASTINE,FILGRASTINE 300 MCGML SOL INJ CT 1 SER PREENCH VD INC X 1 ML SISTEMA DE SEGURANCA,BLAU FARMACEUTICA S.A.,"Neutropenia induzida por quimioterapia, pós-TMO",L3A1 - FATORES ESTIMULANTES DE COLÔNIAS,Fator estimulador de colônias de granulócitos (G-CSF),IV/SC,SOLUCAO INJETAVEL,45.0,0.0,0.0,2543.42,56.52044444444444,3.75,211.95166666666668,0,1.0,
CABAZITAXEL,PROAZITAX,CABAZITAXEL 60 MG SOL INJ CT FR AMP VD TRANS X15ML DIL FR AMP VD TRANS X 45 ML,EUROFARMA LABORATORIOS S.A.,Câncer de próstata metastático resistente à castração,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Agente antineoplásico que impede a divisão e multiplicação celular,IV,SOLUCAO INJETAVEL+SOLUCAO DILUENTE,210.0,0.0,0.0,11011.7,52.43666666666667,17.5,917.6416666666668,0,1.0,
SACITUZUMABE GOVITECANA,TRODELVY,TRODELVY 200 MG PO LIOF SOL INJ IV CT FA VD TRANS,GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,"Câncer de mama triplo-negativo (CMTN) metastático ou irressecável, Câncer de mama com receptor hormonal (RH) positivo e HER2 negativo metastático ou irressecáve","L1G9 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, OUTROS",Conjugado anticorpo-droga (ADC): Anticorpo monoclonal ligante da Trop-2;  Bloqueador da topoisomerase I,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,84192.0,3830.0,293979.89,4240613.169999997,50.36836243348533,7016,353384.4308333331,0.04351184931039967,0.9564881506896004,
AVELUMABE,BAVENCIO,BAVENCIO RESTRITO HOSP CONVENIO 13221 20 MGML SOL,MERCK S/A,"Carcinoma de células de Merkel, carcinoma urotelial avançado, carcinoma de células renais","L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L2",Anticorpo monoclonal bloqueador da proteína PD-L1 (ligante da morte programada 1),IV,SOLUCAO PARA DILUICAO PARA INFUSAO,15200.0,1600.0,25.66,692990.34,45.5914697368421,1266.6666666666667,57749.195,0.09523809523809523,0.9047619047619048,
DOCETAXEL,TAXONTAS,TAXONTAS 20 MGML SOL DIL INFUS INJ CT FA VD TRANS X 1 ML,ACCORD FARMACEUTICA LTDA,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,689.0,140.0,494.01,30897.84,44.844470246734396,57.416666666666664,2574.82,0.16887816646562123,0.8311218335343787,
TRASTUZUMABE,ZEDORA,ZEDORA RESTRITO HOSP 150 MG PO LIOF 1 FA,LIBBS FARMACEUTICA LTDA ,"Câncer de mama HER2-positivo, câncer gástrico HER2-positivo","L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-16",Anticorpo monoclonal inibidor da HER2,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,2982.0,2358.0,7.289999999999998,131099.19,43.96351106639839,248.5,10924.9325,0.44157303370786516,0.5584269662921348,
DOCETAXEL,DOCEUNO,DOCETAXEL 20 MGML SOL DIL INFUS INJ CT FA VD TRANS X 8 ML,EUROFARMA LABORATORIOS S.A.,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,959.0,0.0,0.0,41428.12,43.199290928050054,79.91666666666667,3452.3433333333337,0,1.0,
TRASTUZUMABE,ZEDORA,ZEDORA RESTRITO HOSP 440 MG PO LIOF 1 FA DIL,LIBBS FARMACEUTICA LTDA ,"Câncer de mama HER2-positivo, câncer gástrico HER2-positivo","L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-17",Anticorpo monoclonal inibidor da HER2,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,30031.0,14562.0,8414.140000000001,1288449.750000002,42.903990876094774,2502.5833333333335,107370.81250000017,0.3265534949431525,0.6734465050568474,
ALFAEPOETINA,ERITROMAX,ERITROMAX 4000 UIML SOL INJ CX FA VD INC X 1 ML,BLAU FARMACEUTICA S.A.,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,849.0,26.0,1034.1,36289.64000000021,42.743981154299426,70.75,3024.136666666684,0.029714285714285714,0.9702857142857143,
PERTUZUMABE,PERJETA,PERJETA 420 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,Câncer de mama HER2-positivo,"L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-2","Antineoplásico que atua seletivamente sobre o domínio de dimerização da proteína HER2, inibindo a proliferação celular e sobrevida do tumor",IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,373142.0,18170.0,48019.71000000001,15820238.26000003,42.39736684693771,31095.166666666668,1318353.1883333358,0.04643353641084352,0.9535664635891565,
TRASTUZUMABE,HERCEPTIN,HERCEPTIN RESTRITO HOSP 440 MG PO LIOF SOL INJ,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Câncer de mama HER2-positivo, câncer gástrico HER2-positivo","L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-5",Anticorpo monoclonal inibidor da HER2,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,74460.0,73612.0,18311.36000000001,3145469.659999999,42.243750470051026,6205,262122.4716666666,0.4971365281754822,0.5028634718245177,
TRASTUZUMABE,HERCEPTIN,HERCEPTIN RESTRITO HOSP 150 MG PO LIOF SOL INJ,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Câncer de mama HER2-positivo, câncer gástrico HER2-positivo","L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-4",Anticorpo monoclonal inibidor da HER2,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,9370.0,1260.0,1341.96,385281.5399999999,41.11862753468516,780.8333333333334,32106.794999999995,0.11853245531514581,0.8814675446848542,
ALFAEPOETINA,HEMAX ERITRON,HEMAX ERITRON 4000 UI PO LIOF INJ CT FA VD INC AMP DIL X 2 ML,ACHE LABORATORIOS FARMACEUTICOS S.A,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,726.0,204.0,27519.83999999997,29372.38999999973,40.45783746556437,60.5,2447.699166666644,0.21935483870967742,0.7806451612903226,
PERTUZUMABE,PERJETA,PERJETA RESTRITO HOSP 420 MG 1 FA,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,Câncer de mama HER2-positivo,"L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-3","Antineoplásico que atua seletivamente sobre o domínio de dimerização da proteína HER2, inibindo a proliferação celular e sobrevida do tumor",IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,97440.0,77700.0,20060.09,3844910.110000007,39.45925810755344,8120,320409.1758333339,0.44364508393285373,0.5563549160671463,
OXALIPLATINA,ELOXATIN,ELOXATIN 50 MGML SOL INJ CT FA VD TRANS X 20 ML,SANOFI MEDLEY FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,16817.0,745.0,10733.67,649933.1899999996,38.64739192483794,1401.4166666666667,54161.09916666663,0.042421136544812665,0.9575788634551874,
ISATUXIMABE,SARCLISA,SARCLISA RESTRITO HOSP 500 MG SOL DIL INFUS CT,SANOFI MEDLEY FARMACEUTICA LTDA,Mieloma múltiplo recidivado e refratário,"L1G9 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, OUTROS",Anticorpo monoclonal específico da proteína CD38,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,16958.0,6178.0,2272.399999999999,653929.7200000001,38.56172425993632,1413.1666666666667,54494.14333333334,0.26702973720608575,0.7329702627939143,
ISATUXIMABE,SARCLISA,SARCLISA RESTRITO HOSP 100 MG SOL DIL INFUS CT,SANOFI MEDLEY FARMACEUTICA LTDA,Mieloma múltiplo recidivado e refratário,"L1G9 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, OUTROS",Anticorpo monoclonal específico da proteína CD38,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,15938.0,6800.0,987.86,614198.7199999999,38.536749905885294,1328.1666666666667,51183.226666666655,0.29905884422552553,0.7009411557744745,
BORTEZOMIBE,BORMIB,BORMIB 35 MG PO LIOF SOL INJ IVSC CT ENVOL FA VD TRANS,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,"Mieloma múltiplo, linfoma do manto",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Inibidor de proteassoma,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,74.0,0.0,14.46,2839.58,38.3727027027027,6.166666666666667,236.63166666666666,0,1.0,
ISATUXIMABE,SARCLISA,SARCLISA 500 MG SOL DIL INFUS CT FA VD TRANS X 25 ML,SANOFI MEDLEY FARMACEUTICA LTDA,Mieloma múltiplo recidivado e refratário,"L1G9 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, OUTROS",Anticorpo monoclonal específico da proteína CD38,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,52471.0,15350.0,31213.13,2002631.79,38.16644984848774,4372.583333333333,166885.9825,0.22633107739490718,0.7736689226050928,
ISATUXIMABE,SARCLISA,SARCLISA 100 MG SOL DIL INFUS CT FA VD TRANS X 5 ML,SANOFI MEDLEY FARMACEUTICA LTDA,Mieloma múltiplo recidivado e refratário,"L1G9 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, OUTROS",Anticorpo monoclonal específico da proteína CD38,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,15718.0,3405.0,14392.49,583079.7499999998,37.096306782033324,1309.8333333333333,48589.97916666665,0.1780578361135805,0.8219421638864195,
AFLIBERCEPTE,ZALTRAP,ZALTRAP 25 MGML SOL DIL INFUS CT FA VD TRANSP X 4 ML,SANOFI MEDLEY FARMACEUTICA LTDA,Câncer colorretal metastático,L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,Bloqueador de VEGF e PIGF,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,408.0,0.0,0.0,15035.84,36.85254901960784,34,1252.9866666666667,0,1.0,
AVELUMABE,BAVENCIO,BAVENCIO 20 MGML SOL DIL INF CT FA VD TRANS X 10 ML,MERCK S/A,"Carcinoma de células de Merkel, carcinoma urotelial avançado, carcinoma de células renais","L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L2",Anticorpo monoclonal bloqueador da proteína PD-L1 (ligante da morte programada 1),IV,SOLUCAO PARA DILUICAO PARA INFUSAO,20000.0,12800.0,735.6800000000003,732438.5700000003,36.62192850000002,1666.6666666666667,61036.54750000002,0.3902439024390244,0.6097560975609756,
ALFAEPOETINA,ERITROMAX,ERITROMAX 4000 UIML SOL INJ CT SER PRE-ENCH X 1 ML,BLAU FARMACEUTICA S.A.,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,1.0,0.0,0.0,36.59,36.59,0.08333333333333333,3.049166666666667,0,1.0,
ALFAEPOETINA,ERITROMAX,ERITROMAX 4000 UI PO LIOF INJ CX FA VD INC DIL X 1 ML,BLAU FARMACEUTICA S.A.,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,11.0,0.0,0.0,396.33,36.03,0.9166666666666666,33.027499999999996,0,1.0,
PEMETREXEDE,ATRED,ATRED 100 MG PO LIOF SOL INJ CT FA VD TRANS,LIBBS FARMACEUTICA LTDA ,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,7220.0,1534.0,5322.67,257918.12,35.722731301939056,601.6666666666666,21493.176666666666,0.17523417866118346,0.8247658213388165,
VINCRISTINA,SULFATO DE VINCRISTINA,SULFATO DE VINCRISTINA GENERICO RESTRITO HOSP 1 M,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,"Leucemia aguda, Doença de Hodgkin e linfomas malignos não Hodgkin, Rabdomiossarcoma, Neuroblastoma, Tumor de Wilms, Sarcoma osteogênico, Micose fungoide, Carcinoma de mama, Melanoma maligno, Carcinoma de pulmão de pequenas células, Tumores ginecológicos da infância, Púrpura trombocitopênica idiopática (PTI) verdadeira",L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Agente antineoplásico citotóxico ligante da tubulina (danifica a atuação dos. Microtúbulos e faz disrupção do ciclo mitótico),IV,SOLUCAO INJETAVEL,55.0,50.0,1390.680000000001,1941.9,35.30727272727273,4.583333333333333,161.82500000000002,0.47619047619047616,0.5238095238095238,
ALFAEPOETINA,ALFAEPOETINA,ALFAEPOETINA 4000 UIML SOL INJ CT 12 AMP VD INC X 1 ML,FUNDACAO OSWALDO CRUZ,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,12.0,0.0,0.0,417.5,34.791666666666664,1,34.791666666666664,0,1.0,
TRASTUZUMABE,HERCEPTIN,HERCEPTIN 440 MG PO LIOF CT FA VD INC DIL FA VD INC X 20 ML,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Câncer de mama HER2-positivo, câncer gástrico HER2-positivo","L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-3",Anticorpo monoclonal inibidor da HER2,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,183400.0,22639.0,381134.4899999999,6287746.410000009,34.28433157033811,15283.333333333334,523978.8675000008,0.10987725624760361,0.8901227437523964,
TRASTUZUMABE,HERCEPTIN,HERCEPTIN 150 MG PO LIOF SOL INJ CT FA VD INC,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Câncer de mama HER2-positivo, câncer gástrico HER2-positivo","L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-2",Anticorpo monoclonal inibidor da HER2,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,6293.0,0.0,0.0,210855.11,33.506294295248686,524.4166666666666,17571.259166666667,0,1.0,
PACLITAXEL,TOXXEL,TOXXEL 6 MGML SOL INJ IV CX 5 FA VD AMB X 5ML,BLAU FARMACEUTICA S.A.,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,1789.0,0.0,0.0,59273.78000000001,33.13235326998324,149.08333333333334,4939.4816666666675,0,1.0,
ATEZOLIZUMABE,TECENTRIQ,TECENTRIQ RESTRITO HOSP 1200 MG SOL DIL INFUS,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Câncer de pulmão de células não pequenas, carcinoma urotelial, câncer de mama triplo-negativo, carcinoma hepatocelular","L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L1",Anticorpo monoclonal bloqueador da proteína PD-L1 (ligante da morte programada 1),IV,SOLUCAO PARA DILUICAO PARA INFUSAO,43200.0,3600.0,29.97,1403202.03,32.48152847222222,3600,116933.5025,0.07692307692307693,0.9230769230769231,
PACLITAXEL,TOXXEL,TOXXEL 6 MGML SOL INJ IV CT 1 FA VD AMB X 167ML,BLAU FARMACEUTICA S.A.,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,5736.0,0.0,0.0,185552.7400000001,32.34880404463042,478,15462.728333333342,0,1.0,
OXALIPLATINA,TEVAOXALI,TEVAOXALI 5 MGML SOL INJ CT FA VD INC X 10 ML,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,15085.0,5018.0,68318.46999999999,485162.0299999996,32.16188465362941,1257.0833333333333,40430.16916666664,0.24961448540018902,0.750385514599811,
